,hate-speech,Human cn,contranarrativa,Ofensividad,Postura,Informatividad,Veracidad,Edición,Comparación H-M,Comentarios,target
2392,Los musulmanes que viven en el Reino Unido no aportan nada a nuestra sociedad.,Más de 3 millones de musulmanes viven y están integrados en el Reino Unido. ¿Cómo puede afirmar que no aportan nada?,"Los musulmanes, como cualquier otro grupo de personas, tienen una amplia variedad de habilidades, talentos y contribuciones que aportar a la sociedad del Reino Unido. No se puede generalizar o juzgar a un grupo entero de personas basándose en el comportamiento o las acciones de unos pocos individuos.",1,3,3,3,0,2,,MUSULMANES
2393,"En mi opinión, los musulmanes son un problema. Intentan infiltrarse en las sociedades occidentales para difundir su agenda antioccidental.","Bueno, hay muchos musulmanes en nuestro país y no son en absoluto un problema. De lo que hay que desconfiar es de la gente que es demasiado discriminatoria con ellos.","Creo que estás generalizando a toda una comunidad basándote en las acciones de unos pocos individuos extremistas. La mayoría de los musulmanes son personas pacíficas y respetuosas que buscan una vida mejor para ellos y sus familias, al igual que cualquier otro ciudadano en nuestras sociedades occidentales. Es importante no caer en prejuicios y estereotipos dañinos.",1,3,3,3,0,2,,MUSULMANES
2394,A los musulmanes no les interesa la civilización occidental. Su religión nunca puede estar de acuerdo con nuestra sociedad.,"Recuerde que este argumento no trata de la religión de un individuo, sino de crear una sociedad más integrada.","Los musulmanes, al igual que cualquier otro grupo religioso, son individuos con diferentes perspectivas y opiniones. Muchos de ellos aprecian y contribuyen activamente a la civilización occidental, al tiempo que mantienen sus creencias religiosas. La convivencia y el respeto mutuo son fundamentales para una sociedad diversa y armoniosa.",1,3,3,3,0,2,,MUSULMANES
2395,Musulmanes: nadie los quiere pero están por todas partes.,"La gente puede cambiar de opinión sobre el Islam y sus creyentes, todo lo que se necesita es suficiente amor y aceptación.","Los musulmanes, al igual que cualquier otro grupo religioso o cultural, tienen el derecho de vivir y prosperar en cualquier lugar. En lugar de centrarnos en las diferencias, deberíamos buscar la comprensión y el respeto mutuo para vivir en una sociedad inclusiva y diversa.",1,3,3,3,0,2,,MUSULMANES
2396,"Los musulmanes no tienen nada que aportar a nuestra sociedad, sólo están aquí para socavar los valores europeos.","Todos tenemos derecho a nuestras creencias, sólo tenemos que aceptar a las personas que creen en el Islam.","Creo que es importante recordar que cada individuo es único y tiene algo que aportar a nuestra sociedad, independientemente de su religión o antecedentes culturales. No debemos generalizar a un grupo entero de personas basándonos en las acciones de unos pocos. Además, el intercambio cultural y la diversidad enriquecen a nuestras comunidades y nos ayudan a crecer y aprender juntos.",1,3,3,3,0,2,,MUSULMANES
2397,"El gobierno británico admitió que ""el Islam es incompatible con la sociedad británica"" durante una entrevista con el Sunday Times.","El periódico no nombraba específicamente la religión, pero es justo decir que la declaración se ha utilizado para justificar muchos prejuicios antimusulmanes. Es un mito que todos los musulmanes sean incompatibles con la sociedad occidental. De hecho, la mayoría de los musulmanes conviven pacíficamente con la sociedad británica, y algunos incluso se alistan en el ejército. Por tanto, la religión no es incompatible con la sociedad británica.","No estoy seguro de dónde obtuviste esa información, pero es importante recordar que el Reino Unido es un país diverso y multicultural, donde todas las religiones y culturas pueden coexistir pacíficamente. No hay razón para creer que el Islam no pueda ser parte de la sociedad británica.",1,3,3,3,0,1,,MUSULMANES
2398,El Corán no habla de paz. Es un libro violento que debería prohibirse en las escuelas.,"Me parece que la enseñanza sobre el Corán debería ser imparcial, en lugar de utilizarse como argumento moral.","El Corán, al igual que otros textos religiosos, tiene múltiples interpretaciones y contiene tanto enseñanzas de paz como de conflicto. Es importante enseñar a los estudiantes acerca de las diferentes creencias religiosas, incluyendo el Islam, para promover la tolerancia y el entendimiento en nuestra sociedad diversa.",1,3,3,3,0,2,¿Contiene enseñanzas tanto de paz como de conflicto? ¿Y todas esas veces que afirma que es una religión de paz?,MUSULMANES
2399,Los musulmanes son estúpidos.,No hay pruebas de que los musulmanes tengan un coeficiente intelectual medio inferior al de los no musulmanes.,"Esta afirmación es injusta e ignorante. Los musulmanes, como cualquier otro grupo de personas, tienen una amplia variedad de habilidades e inteligencia. No se puede juzgar a un individuo o a un grupo completo basándose en estereotipos negativos.",1,3,2,3,0,0,,MUSULMANES
2400,"Primero debemos destruir el Islam, porque es peligroso, y entonces estaremos en paz con todo el mundo.","El Corán trata sobre la fe y el amor, no sobre la guerra y el derramamiento de sangre.","El Islam es una religión practicada por millones de personas en todo el mundo, y la inmensa mayoría de sus seguidores son personas pacíficas y respetuosas. La paz mundial no se logra mediante la destrucción de una religión, sino mediante el entendimiento y la tolerancia entre diferentes creencias y culturas.",1,3,3,3,0,2,,MUSULMANES
2401,Odio a los musulmanes. No son más que un puñado de mocosos malcriados y quejicas.,"Reclamar tus derechos no tiene nada de ""petulante"".","No puedo estar de acuerdo con esa afirmación. Los musulmanes son una comunidad diversa y amplia, con diferentes perspectivas y experiencias. No es justo ni correcto generalizar a todo un grupo de personas de esa manera. En lugar de promover el odio, deberíamos buscar comprensión y respeto mutuo.",1,3,3,3,0,2,,MUSULMANES
2402,Los musulmanes son violentos con las mujeres.,"La violencia contra las mujeres es un problema enorme, no sólo en el Islam.","No es justo generalizar y etiquetar a todo un grupo de personas basándose en las acciones de unos pocos individuos. La violencia contra las mujeres no es exclusiva de ninguna religión o cultura, y es importante reconocer que hay musulmanes que respetan y valoran a las mujeres en sus vidas.",1,3,3,3,0,2,,MUSULMANES
2403,La Unión Europea debería ser una zona prohibida para el Islam.,La UE es una comunidad tolerante y multirracial. Aquí todo el mundo es bienvenido.,"La Unión Europea se basa en valores de diversidad, inclusión y respeto por las diferencias culturales y religiosas. Excluir a cualquier religión, incluido el Islam, va en contra de estos principios fundamentales y debilitaría la unidad y la cooperación entre los países miembros.",1,3,3,3,0,2,,MUSULMANES
2404,No llame al Islam una religión pacífica. Consulta las pruebas sobre los violadores de niños musulmanes. ¿Por qué los medios de comunicación ignoran esto?,"La violación no tiene religión. Se trata de temas muy emocionales, de los que es difícil hablar abiertamente, sobre todo cuando hay niños de por medio. Por eso los telediarios son reacios a darles cobertura.","Hay personas problemáticas en todas las religiones y culturas, y no es justo juzgar a toda una religión por las acciones de un pequeño grupo. Es importante recordar que la mayoría de los musulmanes son personas pacíficas y respetuosas, y no debemos permitir que las acciones de unos pocos influyan en nuestra percepción de todos los demás.",1,3,3,3,0,0,,MUSULMANES
2405,Todos los musulmanes son terroristas.,¿Cómo puedes decir esto?,Esta afirmación es incorrecta y perjudicial. Los musulmanes son una comunidad diversa y pacífica en su mayoría. No se puede juzgar a toda una población por las acciones de unos pocos extremistas.,1,3,2,3,0,2,,MUSULMANES
2406,Debemos detener al Islam. Es un culto a la muerte.,"Sus palabras son definitivamente provocadoras. No permitimos que se demonice a todas las religiones, pero cuando se trata del Islam todo el mundo parece olvidar que es una religión de paz como todas las demás.","El Islam es una religión y una forma de vida que sigue a millones de personas en todo el mundo. Al igual que con cualquier otra religión, hay diversidad y diferencias de opinión dentro de la comunidad islámica. Debemos enfocarnos en construir puentes y entendimiento en lugar de promover la división y el miedo.",1,3,3,3,0,2,,MUSULMANES
2407,"El Corán permitía que los adultos se casaran con niñas, y también que mantuvieran relaciones sexuales con ellas.",¿Dónde está la prueba de que el Corán permite cualquier actividad sexual que no sea consumada por un hombre adulto con una mujer adulta?,El Corán es un texto antiguo que ha sido interpretado de diversas maneras a lo largo de la historia y en diferentes culturas. No podemos juzgar a toda una religión y sus seguidores basándonos en una interpretación errónea o en prácticas culturales específicas que no reflejan las creencias y valores de la mayoría de los musulmanes en la actualidad.,1,3,3,3,0,2,,MUSULMANES
2408,"El Islam no es una religión pacífica, y no deberíamos tener a un musulmán en el gobierno del Reino Unido.","Todas las personas tienen derecho a adorar, practicar y aprender su religión. No veo ningún problema en que haya musulmanes en puestos de autoridad.","El Islam, como cualquier otra religión, tiene seguidores con una amplia variedad de creencias y prácticas. No es justo juzgar a toda una religión o a sus seguidores basándose en las acciones de unos pocos extremistas. Un gobierno diverso e inclusivo es fundamental para una sociedad democrática, y las personas deben ser juzgadas por sus habilidades y méritos, no por su religión.",1,3,3,3,0,0,,MUSULMANES
2409,"El Islam es una ideología de violencia y opresión, no es una religión de paz.",El Islam nos enseña a amar a nuestro prójimo como a nosotros mismos. Esto incluye a quienes no comparten nuestra religión o creencias.,"El Islam, al igual que otras religiones, aboga por la paz y la comprensión mutua entre las personas. No es justo generalizar a todos los seguidores de una fe basándose en las acciones de unos pocos extremistas. Debemos promover el respeto y la tolerancia hacia todas las creencias y culturas.",1,3,3,3,0,2,,MUSULMANES
